ds,Open,High,Low,y,Volume,Dividends,Stock Splits
2025-02-07,232.3445476829273,233.74300400322835,227.0104008794231,227.3800048828125,39707200,0.0,0.0
2025-02-10,229.57000732421875,230.58999633789065,227.1999969482422,227.6499938964844,33115600,0.25,0.0
2025-02-11,228.1999969482422,235.22999572753903,228.1300048828125,232.6199951171875,53718400,0.0,0.0
2025-02-12,231.1999969482422,236.9600067138672,230.67999267578125,236.8699951171875,45243300,0.0,0.0
2025-02-13,236.9100036621093,242.33999633789065,235.57000732421875,241.52999877929688,53614100,0.0,0.0
2025-02-14,241.25,245.5500030517578,240.9900054931641,244.6000061035156,40896200,0.0,0.0
2025-02-18,244.1499938964844,245.17999267578125,241.83999633789065,244.47000122070312,48822500,0.0,0.0
2025-02-19,244.6600036621093,246.0099945068359,243.1600036621093,244.8699951171875,32204200,0.0,0.0
2025-02-20,244.94000244140625,246.77999877929688,244.2899932861328,245.8300018310547,32316900,0.0,0.0
2025-02-21,245.9499969482422,248.69000244140625,245.22000122070312,245.5500030517578,53197400,0.0,0.0
2025-02-24,244.92999267578125,248.8600006103516,244.4199981689453,247.1000061035156,51326400,0.0,0.0
2025-02-25,248.0,250.0,244.9100036621093,247.0399932861328,48013300,0.0,0.0
2025-02-26,244.3300018310547,244.97999572753903,239.1300048828125,240.3600006103516,44433600,0.0,0.0
2025-02-27,239.4100036621093,242.4600067138672,237.0599975585937,237.3000030517578,41153600,0.0,0.0
2025-02-28,236.9499969482422,242.08999633789065,230.1999969482422,241.83999633789065,56833400,0.0,0.0
2025-03-03,241.7899932861328,244.02999877929688,236.1100006103516,238.02999877929688,47184000,0.0,0.0
2025-03-04,237.7100067138672,240.07000732421875,234.67999267578125,235.92999267578125,53798100,0.0,0.0
2025-03-05,235.4199981689453,236.5500030517578,229.22999572753903,235.7400054931641,47227600,0.0,0.0
2025-03-06,234.44000244140625,237.8600006103516,233.1600036621093,235.3300018310547,45170400,0.0,0.0
2025-03-07,235.1100006103516,241.3699951171875,234.7599945068359,239.07000732421875,46273600,0.0,0.0
2025-03-10,235.5399932861328,236.1600036621093,224.22000122070312,227.47999572753903,72071200,0.0,0.0
2025-03-11,223.8099975585937,225.83999633789065,217.4499969482422,220.83999633789065,76137400,0.0,0.0
2025-03-12,220.13999938964844,221.75,214.9100036621093,216.97999572753903,62547500,0.0,0.0
2025-03-13,215.9499969482422,216.83999633789065,208.4199981689453,209.67999267578125,61368300,0.0,0.0
2025-03-14,211.25,213.9499969482422,209.5800018310547,213.4900054931641,60107600,0.0,0.0
2025-03-17,213.3099975585937,215.22000122070312,209.97000122070312,214.0,48073400,0.0,0.0
2025-03-18,214.1600036621093,215.1499938964844,211.4900054931641,212.69000244140625,42432400,0.0,0.0
2025-03-19,214.22000122070312,218.7599945068359,213.75,215.2400054931641,54385400,0.0,0.0
2025-03-20,213.9900054931641,217.4900054931641,212.22000122070312,214.1000061035156,48862900,0.0,0.0
2025-03-21,211.5599975585937,218.83999633789065,211.27999877929688,218.27000427246097,94127800,0.0,0.0
2025-03-24,221.0,221.47999572753903,218.5800018310547,220.72999572753903,44299500,0.0,0.0
2025-03-25,220.77000427246097,224.1000061035156,220.0800018310547,223.75,34493600,0.0,0.0
2025-03-26,223.5099945068359,225.02000427246097,220.47000122070312,221.52999877929688,34466100,0.0,0.0
2025-03-27,221.38999938964844,224.9900054931641,220.5599975585937,223.8500061035156,37094800,0.0,0.0
2025-03-28,221.6699981689453,223.8099975585937,217.67999267578125,217.8999938964844,39818600,0.0,0.0
2025-03-31,217.0099945068359,225.6199951171875,216.22999572753903,222.1300048828125,65299300,0.0,0.0
2025-04-01,219.8099975585937,223.67999267578125,218.8999938964844,223.19000244140625,36412700,0.0,0.0
2025-04-02,221.32000732421875,225.19000244140625,221.02000427246097,223.88999938964844,35905900,0.0,0.0
2025-04-03,205.5399932861328,207.4900054931641,201.25,203.19000244140625,103419000,0.0,0.0
2025-04-04,193.88999938964844,199.8800048828125,187.33999633789065,188.3800048828125,125910900,0.0,0.0
2025-04-07,177.1999969482422,194.1499938964844,174.6199951171875,181.4600067138672,160466300,0.0,0.0
2025-04-08,186.6999969482422,190.33999633789065,169.2100067138672,172.4199981689453,120859500,0.0,0.0
2025-04-09,171.9499969482422,200.6100006103516,171.88999938964844,198.8500061035156,184395900,0.0,0.0
2025-04-10,189.07000732421875,194.77999877929688,183.0,190.4199981689453,121880000,0.0,0.0
2025-04-11,186.1000061035156,199.5399932861328,186.0599975585937,198.1499938964844,87435900,0.0,0.0
2025-04-14,211.44000244140625,212.94000244140625,201.1600036621093,202.52000427246097,101352900,0.0,0.0
2025-04-15,201.8600006103516,203.5099945068359,199.8000030517578,202.13999938964844,51343900,0.0,0.0
2025-04-16,198.3600006103516,200.6999969482422,192.3699951171875,194.27000427246097,59732400,0.0,0.0
2025-04-17,197.1999969482422,198.8300018310547,194.4199981689453,196.97999572753903,51334300,0.0,0.0
2025-04-21,193.27000427246097,193.8000030517578,189.8099975585937,193.1600036621093,46742500,0.0,0.0
2025-04-22,196.1199951171875,201.58999633789065,195.97000122070312,199.7400054931641,52976400,0.0,0.0
2025-04-23,206.0,208.0,202.8000030517578,204.6000061035156,52929200,0.0,0.0
